timestamp,waiting_time,queue_length,travel_time,predictions,actual_flows
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,1,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,1,0.0,8.0,8
2025-04-09 03:14:08,0.0,1,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,1,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,1,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,1,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,0.0,8.0,8
2025-04-09 03:14:08,0.0,0,13.0,8.0,8
2025-04-09 03:14:08,0.16666666666666666,2,13.0,8.0,8
2025-04-09 03:14:08,0.2857142857142857,2,13.0,8.0,8
2025-04-09 03:14:09,0.375,2,13.0,8.0,8
2025-04-09 03:14:09,0.5,1,13.0,8.0,8
2025-04-09 03:14:09,0.625,1,13.0,8.0,8
2025-04-09 03:14:09,0.0,0,13.0,8.0,8
2025-04-09 03:14:09,0.0,0,13.0,8.0,8
2025-04-09 03:14:09,0.0,0,13.0,8.0,8
2025-04-09 03:14:09,0.0,0,13.0,8.0,8
2025-04-09 03:14:09,0.125,1,13.0,8.0,8
2025-04-09 03:14:09,0.25,1,13.0,8.0,8
2025-04-09 03:14:09,0.375,1,13.0,8.0,8
2025-04-09 03:14:09,0.4444444444444444,2,13.0,8.0,8
