timestamp,waiting_time,queue_length,travel_time
2025-04-09 03:16:47,0.0,0,0.0
2025-04-09 03:16:47,0.0,0,0.0
2025-04-09 03:16:47,0.0,0,0.0
2025-04-09 03:16:47,0.0,0,0.0
2025-04-09 03:16:47,0.0,0,0.0
2025-04-09 03:16:47,0.0,0,0.0
2025-04-09 03:16:47,0.0,0,0.0
2025-04-09 03:16:47,0.0,1,0.0
2025-04-09 03:16:47,0.0,0,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,1,0.0
2025-04-09 03:16:48,0.0,1,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,1,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,1,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,1,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.0,0,0.0
2025-04-09 03:16:48,0.16666666666666666,2,14.0
2025-04-09 03:16:48,0.2857142857142857,2,14.0
2025-04-09 03:16:48,0.375,2,14.0
2025-04-09 03:16:48,0.5,1,14.0
2025-04-09 03:16:48,0.625,1,14.0
2025-04-09 03:16:48,0.0,0,14.0
2025-04-09 03:16:48,0.0,0,14.0
2025-04-09 03:16:48,0.0,0,14.0
2025-04-09 03:16:48,0.0,0,14.0
2025-04-09 03:16:48,0.125,1,14.0
2025-04-09 03:16:48,0.25,1,14.0
2025-04-09 03:16:48,0.375,1,14.0
2025-04-09 03:16:48,0.4444444444444444,2,14.0
2025-04-09 03:16:48,0.5555555555555556,1,14.0
2025-04-09 03:16:48,0.6666666666666666,1,14.0
2025-04-09 03:16:49,0.875,1,24.5
2025-04-09 03:16:49,1.0,1,24.5
2025-04-09 03:16:49,1.125,1,24.5
2025-04-09 03:16:49,1.25,1,24.5
2025-04-09 03:16:49,1.375,1,24.5
2025-04-09 03:16:49,1.625,2,24.5
2025-04-09 03:16:49,1.875,2,24.5
2025-04-09 03:16:49,2.125,2,24.5
2025-04-09 03:16:49,2.111111111111111,3,24.5
2025-04-09 03:16:49,2.1,3,24.5
2025-04-09 03:16:49,2.090909090909091,3,24.5
2025-04-09 03:16:49,2.272727272727273,3,28.333333333333332
2025-04-09 03:16:49,2.4545454545454546,2,28.333333333333332
2025-04-09 03:16:49,2.6363636363636362,3,25.25
2025-04-09 03:16:49,2.8181818181818183,2,25.25
2025-04-09 03:16:49,3.0,2,25.25
2025-04-09 03:16:49,3.1818181818181817,2,25.25
2025-04-09 03:16:49,3.3636363636363638,2,25.25
2025-04-09 03:16:49,3.25,3,25.25
2025-04-09 03:16:49,3.1538461538461537,3,25.25
2025-04-09 03:16:49,3.3076923076923075,2,25.25
2025-04-09 03:16:49,3.2857142857142856,4,25.25
2025-04-09 03:16:49,3.5714285714285716,4,25.25
2025-04-09 03:16:49,3.6,5,25.25
2025-04-09 03:16:49,3.6875,6,25.25
2025-04-09 03:16:49,4.125,7,25.25
2025-04-09 03:16:49,4.5625,7,25.25
2025-04-09 03:16:49,5.0,8,23.4
2025-04-09 03:16:49,3.9375,6,23.4
2025-04-09 03:16:49,4.0588235294117645,7,23.4
2025-04-09 03:16:49,4.411764705882353,6,23.4
2025-04-09 03:16:49,4.764705882352941,6,23.4
2025-04-09 03:16:50,4.833333333333333,7,23.4
2025-04-09 03:16:50,5.529411764705882,7,22.833333333333332
2025-04-09 03:16:50,5.9411764705882355,7,22.833333333333332
2025-04-09 03:16:50,6.75,7,23.142857142857142
2025-04-09 03:16:50,7.733333333333333,8,22.125
2025-04-09 03:16:50,7.75,9,22.125
2025-04-09 03:16:50,8.25,8,22.125
2025-04-09 03:16:50,8.75,8,22.125
2025-04-09 03:16:50,8.705882352941176,9,22.125
2025-04-09 03:16:50,10.4,8,24.5
2025-04-09 03:16:50,11.714285714285714,8,24.0
2025-04-09 03:16:50,13.23076923076923,8,22.916666666666668
2025-04-09 03:16:50,15.083333333333334,9,21.692307692307693
2025-04-09 03:16:50,15.833333333333334,9,21.692307692307693
2025-04-09 03:16:50,16.583333333333332,9,21.692307692307693
2025-04-09 03:16:50,15.416666666666666,8,21.692307692307693
2025-04-09 03:16:50,15.666666666666666,7,21.692307692307693
2025-04-09 03:16:50,16.25,7,21.692307692307693
2025-04-09 03:16:50,16.833333333333332,7,21.692307692307693
2025-04-09 03:16:50,16.076923076923077,8,21.692307692307693
2025-04-09 03:16:50,15.428571428571429,8,21.692307692307693
2025-04-09 03:16:50,15.928571428571429,7,21.692307692307693
2025-04-09 03:16:50,16.428571428571427,7,21.692307692307693
2025-04-09 03:16:50,16.928571428571427,7,21.692307692307693
2025-04-09 03:16:50,17.428571428571427,7,21.692307692307693
2025-04-09 03:16:50,17.928571428571427,7,21.692307692307693
2025-04-09 03:16:50,19.846153846153847,7,22.928571428571427
2025-04-09 03:16:50,18.928571428571427,8,22.928571428571427
2025-04-09 03:16:50,19.428571428571427,7,22.928571428571427
2025-04-09 03:16:50,18.6,8,22.928571428571427
2025-04-09 03:16:50,17.875,8,22.928571428571427
2025-04-09 03:16:50,18.3125,7,22.928571428571427
2025-04-09 03:16:51,18.75,7,22.928571428571427
2025-04-09 03:16:51,19.1875,7,22.928571428571427
2025-04-09 03:16:51,18.066666666666666,6,24.6
2025-04-09 03:16:51,18.466666666666665,6,24.6
2025-04-09 03:16:51,18.866666666666667,6,24.6
2025-04-09 03:16:51,19.333333333333332,7,24.6
2025-04-09 03:16:51,19.8,7,24.6
2025-04-09 03:16:51,19.0625,9,24.6
2025-04-09 03:16:51,20.866666666666667,8,27.0625
2025-04-09 03:16:51,21.4,8,27.0625
2025-04-09 03:16:51,22.0,9,27.0625
2025-04-09 03:16:51,21.1875,10,27.0625
2025-04-09 03:16:51,21.75,10,26.352941176470587
2025-04-09 03:16:51,22.3125,9,26.352941176470587
2025-04-09 03:16:51,22.875,9,26.352941176470587
2025-04-09 03:16:51,23.4375,9,26.352941176470587
2025-04-09 03:16:51,24.0,9,26.352941176470587
2025-04-09 03:16:51,24.5625,9,26.352941176470587
2025-04-09 03:16:51,18.41176470588235,9,26.352941176470587
2025-04-09 03:16:51,15.235294117647058,7,26.352941176470587
2025-04-09 03:16:51,15.058823529411764,7,26.352941176470587
2025-04-09 03:16:51,14.5,7,26.352941176470587
2025-04-09 03:16:51,14.833333333333334,6,26.352941176470587
2025-04-09 03:16:51,15.166666666666666,6,26.352941176470587
2025-04-09 03:16:51,14.68421052631579,7,26.352941176470587
2025-04-09 03:16:51,15.0,6,26.352941176470587
2025-04-09 03:16:51,16.166666666666668,6,25.166666666666668
2025-04-09 03:16:51,16.5,6,25.166666666666668
2025-04-09 03:16:51,16.833333333333332,6,25.166666666666668
2025-04-09 03:16:51,17.166666666666668,6,25.166666666666668
2025-04-09 03:16:51,17.5,6,25.166666666666668
2025-04-09 03:16:51,18.88235294117647,7,26.05
2025-04-09 03:16:52,19.235294117647058,6,26.05
2025-04-09 03:16:52,19.647058823529413,7,26.05
2025-04-09 03:16:52,15.470588235294118,6,26.05
2025-04-09 03:16:52,11.411764705882353,5,26.05
2025-04-09 03:16:52,7.277777777777778,5,26.05
2025-04-09 03:16:52,3.8333333333333335,3,26.05
2025-04-09 03:16:52,2.111111111111111,2,26.05
2025-04-09 03:16:52,2.3529411764705883,2,29.285714285714285
2025-04-09 03:16:52,2.5294117647058822,3,29.285714285714285
2025-04-09 03:16:52,2.875,3,30.045454545454547
2025-04-09 03:16:52,3.2666666666666666,3,29.217391304347824
2025-04-09 03:16:52,3.7142857142857144,3,33.0
2025-04-09 03:16:52,3.9285714285714284,3,33.0
2025-04-09 03:16:52,4.142857142857143,3,33.0
2025-04-09 03:16:52,4.357142857142857,3,33.0
2025-04-09 03:16:52,4.923076923076923,3,36.84
2025-04-09 03:16:52,6.7,3,43.67857142857143
2025-04-09 03:16:52,6.363636363636363,4,43.67857142857143
2025-04-09 03:16:52,6.636363636363637,3,43.67857142857143
2025-04-09 03:16:52,7.6,3,44.758620689655174
2025-04-09 03:16:52,7.9,3,44.758620689655174
2025-04-09 03:16:52,9.11111111111111,3,46.266666666666666
2025-04-09 03:16:52,9.444444444444445,3,46.266666666666666
2025-04-09 03:16:52,9.777777777777779,3,46.266666666666666
2025-04-09 03:16:52,8.272727272727273,5,46.266666666666666
2025-04-09 03:16:52,7.833333333333333,4,46.266666666666666
2025-04-09 03:16:52,8.083333333333334,3,46.266666666666666
2025-04-09 03:16:52,9.090909090909092,3,45.903225806451616
2025-04-09 03:16:52,9.454545454545455,4,45.903225806451616
2025-04-09 03:16:52,9.818181818181818,5,44.84375
2025-04-09 03:16:52,10.181818181818182,4,44.84375
